#query	EC
TARA_ARC_108_MAG_00139_000000000001_1	3.5.1.9
TARA_ARC_108_MAG_00139_000000000157_3	-
TARA_ARC_108_MAG_00139_000000000157_4	-
TARA_ARC_108_MAG_00139_000000000157_5	1.1.1.37
TARA_ARC_108_MAG_00139_000000000158_1	-
TARA_ARC_108_MAG_00139_000000000158_2	-
TARA_ARC_108_MAG_00139_000000000158_3	-
TARA_ARC_108_MAG_00139_000000000158_4	-
TARA_ARC_108_MAG_00139_000000000158_5	-
TARA_ARC_108_MAG_00139_000000000159_1	-
TARA_ARC_108_MAG_00139_000000000159_2	-
TARA_ARC_108_MAG_00139_000000000159_3	3.6.3.20
TARA_ARC_108_MAG_00139_000000000160_1	2.7.1.17
TARA_ARC_108_MAG_00139_000000000160_2	3.6.3.17
TARA_ARC_108_MAG_00139_000000000160_3	-
TARA_ARC_108_MAG_00139_000000000160_4	-
TARA_ARC_108_MAG_00139_000000000160_5	-
TARA_ARC_108_MAG_00139_000000000160_6	-
TARA_ARC_108_MAG_00139_000000000161_1	-
TARA_ARC_108_MAG_00139_000000000161_3	-
TARA_ARC_108_MAG_00139_000000000161_4	3.5.1.125
TARA_ARC_108_MAG_00139_000000000161_5	4.3.1.19
TARA_ARC_108_MAG_00139_000000000162_2	-
TARA_ARC_108_MAG_00139_000000000162_3	-
TARA_ARC_108_MAG_00139_000000000162_4	-
TARA_ARC_108_MAG_00139_000000000162_5	-
TARA_ARC_108_MAG_00139_000000000162_6	2.3.1.247
TARA_ARC_108_MAG_00139_000000000163_1	-
TARA_ARC_108_MAG_00139_000000000163_2	-
TARA_ARC_108_MAG_00139_000000000164_1	-
TARA_ARC_108_MAG_00139_000000000164_2	-
TARA_ARC_108_MAG_00139_000000000164_3	3.6.4.12
TARA_ARC_108_MAG_00139_000000000165_1	2.1.4.1
TARA_ARC_108_MAG_00139_000000000165_2	3.5.1.4
TARA_ARC_108_MAG_00139_000000000165_3	-
TARA_ARC_108_MAG_00139_000000000165_4	-
TARA_ARC_108_MAG_00139_000000000165_5	-
TARA_ARC_108_MAG_00139_000000000165_6	5.4.99.25
TARA_ARC_108_MAG_00139_000000000165_7	-
TARA_ARC_108_MAG_00139_000000000165_8	-
TARA_ARC_108_MAG_00139_000000000165_9	1.17.1.8
TARA_ARC_108_MAG_00139_000000000166_1	-
TARA_ARC_108_MAG_00139_000000000166_2	-
TARA_ARC_108_MAG_00139_000000000166_3	-
TARA_ARC_108_MAG_00139_000000000166_4	2.6.1.37
TARA_ARC_108_MAG_00139_000000000166_5	-
TARA_ARC_108_MAG_00139_000000000167_1	3.4.11.9
TARA_ARC_108_MAG_00139_000000000167_2	6.6.1.2
TARA_ARC_108_MAG_00139_000000000167_3	-
TARA_ARC_108_MAG_00139_000000000167_4	6.6.1.2
TARA_ARC_108_MAG_00139_000000000167_5	-
TARA_ARC_108_MAG_00139_000000000167_6	-
TARA_ARC_108_MAG_00139_000000000167_7	-
TARA_ARC_108_MAG_00139_000000000167_8	-
TARA_ARC_108_MAG_00139_000000000167_9	-
TARA_ARC_108_MAG_00139_000000000167_10	-
TARA_ARC_108_MAG_00139_000000000168_2	5.3.1.16
TARA_ARC_108_MAG_00139_000000000168_5	-
TARA_ARC_108_MAG_00139_000000000169_1	1.7.1.15
TARA_ARC_108_MAG_00139_000000000169_2	-
TARA_ARC_108_MAG_00139_000000000169_3	-
TARA_ARC_108_MAG_00139_000000000169_4	-
TARA_ARC_108_MAG_00139_000000000169_5	-
TARA_ARC_108_MAG_00139_000000000169_6	-
TARA_ARC_108_MAG_00139_000000000169_7	-
TARA_ARC_108_MAG_00139_000000000169_8	-
TARA_ARC_108_MAG_00139_000000000170_1	3.4.13.9,3.5.4.44
TARA_ARC_108_MAG_00139_000000000170_2	2.6.1.76
TARA_ARC_108_MAG_00139_000000000170_3	-
TARA_ARC_108_MAG_00139_000000000170_4	1.4.5.1
TARA_ARC_108_MAG_00139_000000000171_1	1.2.1.91,3.3.2.12
TARA_ARC_108_MAG_00139_000000000171_2	-
TARA_ARC_108_MAG_00139_000000000171_3	-
TARA_ARC_108_MAG_00139_000000000171_4	1.14.13.149
TARA_ARC_108_MAG_00139_000000000171_5	-
TARA_ARC_108_MAG_00139_000000000171_6	-
TARA_ARC_108_MAG_00139_000000000172_1	4.2.1.82,4.2.1.9
TARA_ARC_108_MAG_00139_000000000172_2	-
TARA_ARC_108_MAG_00139_000000000172_3	-
TARA_ARC_108_MAG_00139_000000000172_4	-
TARA_ARC_108_MAG_00139_000000000172_5	-
TARA_ARC_108_MAG_00139_000000000172_6	-
TARA_ARC_108_MAG_00139_000000000172_7	-
TARA_ARC_108_MAG_00139_000000000172_8	-
TARA_ARC_108_MAG_00139_000000000172_9	-
TARA_ARC_108_MAG_00139_000000000172_10	-
TARA_ARC_108_MAG_00139_000000000173_1	-
TARA_ARC_108_MAG_00139_000000000174_1	3.6.4.12
TARA_ARC_108_MAG_00139_000000000174_2	-
TARA_ARC_108_MAG_00139_000000000174_3	-
TARA_ARC_108_MAG_00139_000000000174_4	3.5.4.19,3.6.1.31
TARA_ARC_108_MAG_00139_000000000174_5	-
TARA_ARC_108_MAG_00139_000000000175_1	3.1.3.5
TARA_ARC_108_MAG_00139_000000000175_2	2.1.1.77
TARA_ARC_108_MAG_00139_000000000175_3	-
TARA_ARC_108_MAG_00139_000000000175_4	-
TARA_ARC_108_MAG_00139_000000000175_5	-
TARA_ARC_108_MAG_00139_000000000175_6	-
TARA_ARC_108_MAG_00139_000000000175_7	-
TARA_ARC_108_MAG_00139_000000000175_8	-
TARA_ARC_108_MAG_00139_000000000176_1	1.8.1.9
TARA_ARC_108_MAG_00139_000000000176_2	-
TARA_ARC_108_MAG_00139_000000000176_3	-
TARA_ARC_108_MAG_00139_000000000176_4	-
TARA_ARC_108_MAG_00139_000000000176_6	-
TARA_ARC_108_MAG_00139_000000000176_7	2.1.1.79
TARA_ARC_108_MAG_00139_000000000177_1	-
TARA_ARC_108_MAG_00139_000000000177_2	1.8.4.12
TARA_ARC_108_MAG_00139_000000000177_3	1.8.4.11
TARA_ARC_108_MAG_00139_000000000177_4	-
TARA_ARC_108_MAG_00139_000000000177_5	-
TARA_ARC_108_MAG_00139_000000000177_6	-
TARA_ARC_108_MAG_00139_000000000177_7	1.17.99.6
TARA_ARC_108_MAG_00139_000000000177_8	2.5.1.18
TARA_ARC_108_MAG_00139_000000000178_1	1.17.1.9
TARA_ARC_108_MAG_00139_000000000178_2	-
TARA_ARC_108_MAG_00139_000000000178_3	-
TARA_ARC_108_MAG_00139_000000000178_5	-
TARA_ARC_108_MAG_00139_000000000179_1	-
TARA_ARC_108_MAG_00139_000000000179_2	3.6.3.32
TARA_ARC_108_MAG_00139_000000000179_3	-
TARA_ARC_108_MAG_00139_000000000179_4	-
TARA_ARC_108_MAG_00139_000000000180_1	-
TARA_ARC_108_MAG_00139_000000000180_2	3.5.2.17
TARA_ARC_108_MAG_00139_000000000180_3	4.3.2.3
TARA_ARC_108_MAG_00139_000000000180_4	-
TARA_ARC_108_MAG_00139_000000000181_1	-
TARA_ARC_108_MAG_00139_000000000181_2	-
TARA_ARC_108_MAG_00139_000000000182_1	-
TARA_ARC_108_MAG_00139_000000000182_2	4.2.1.12
TARA_ARC_108_MAG_00139_000000000182_3	4.1.2.14,4.1.3.42
TARA_ARC_108_MAG_00139_000000000182_4	5.3.3.10
TARA_ARC_108_MAG_00139_000000000182_5	-
TARA_ARC_108_MAG_00139_000000000182_6	-
TARA_ARC_108_MAG_00139_000000000183_1	1.2.1.3
TARA_ARC_108_MAG_00139_000000000183_2	-
TARA_ARC_108_MAG_00139_000000000183_3	-
TARA_ARC_108_MAG_00139_000000000183_4	-
TARA_ARC_108_MAG_00139_000000000183_5	3.4.23.36
TARA_ARC_108_MAG_00139_000000000183_6	2.1.2.3,3.5.4.10
TARA_ARC_108_MAG_00139_000000000184_1	3.2.2.1
TARA_ARC_108_MAG_00139_000000000184_2	-
TARA_ARC_108_MAG_00139_000000000184_3	-
TARA_ARC_108_MAG_00139_000000000184_4	-
TARA_ARC_108_MAG_00139_000000000185_1	-
TARA_ARC_108_MAG_00139_000000000186_1	-
TARA_ARC_108_MAG_00139_000000000186_2	-
TARA_ARC_108_MAG_00139_000000000186_3	-
TARA_ARC_108_MAG_00139_000000000187_1	6.2.1.1
TARA_ARC_108_MAG_00139_000000000187_2	-
TARA_ARC_108_MAG_00139_000000000188_1	-
TARA_ARC_108_MAG_00139_000000000188_2	-
TARA_ARC_108_MAG_00139_000000000188_3	-
TARA_ARC_108_MAG_00139_000000000188_4	-
TARA_ARC_108_MAG_00139_000000000188_5	3.5.2.6
TARA_ARC_108_MAG_00139_000000000188_6	-
TARA_ARC_108_MAG_00139_000000000188_7	1.1.1.31,1.1.1.60
TARA_ARC_108_MAG_00139_000000000189_1	-
TARA_ARC_108_MAG_00139_000000000189_2	-
TARA_ARC_108_MAG_00139_000000000189_3	-
TARA_ARC_108_MAG_00139_000000000190_1	5.4.99.63
TARA_ARC_108_MAG_00139_000000000190_2	-
TARA_ARC_108_MAG_00139_000000000190_3	-
TARA_ARC_108_MAG_00139_000000000190_4	2.4.2.1
TARA_ARC_108_MAG_00139_000000000190_5	-
TARA_ARC_108_MAG_00139_000000000190_6	-
TARA_ARC_108_MAG_00139_000000000190_7	-
TARA_ARC_108_MAG_00139_000000000191_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000191_2	1.2.1.3
TARA_ARC_108_MAG_00139_000000000192_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000192_2	-
TARA_ARC_108_MAG_00139_000000000192_3	2.7.1.221
TARA_ARC_108_MAG_00139_000000000192_4	2.7.1.221
TARA_ARC_108_MAG_00139_000000000192_5	2.7.7.13,2.7.7.99
TARA_ARC_108_MAG_00139_000000000192_6	3.6.4.12
TARA_ARC_108_MAG_00139_000000000193_1	5.3.1.1
TARA_ARC_108_MAG_00139_000000000193_2	-
TARA_ARC_108_MAG_00139_000000000193_3	-
TARA_ARC_108_MAG_00139_000000000194_1	-
TARA_ARC_108_MAG_00139_000000000194_2	6.2.1.30
TARA_ARC_108_MAG_00139_000000000194_3	-
TARA_ARC_108_MAG_00139_000000000194_4	-
TARA_ARC_108_MAG_00139_000000000194_5	-
TARA_ARC_108_MAG_00139_000000000194_6	-
TARA_ARC_108_MAG_00139_000000000194_7	-
TARA_ARC_108_MAG_00139_000000000195_1	-
TARA_ARC_108_MAG_00139_000000000195_2	-
TARA_ARC_108_MAG_00139_000000000196_1	-
TARA_ARC_108_MAG_00139_000000000196_2	-
TARA_ARC_108_MAG_00139_000000000196_3	-
TARA_ARC_108_MAG_00139_000000000196_4	-
TARA_ARC_108_MAG_00139_000000000197_1	-
TARA_ARC_108_MAG_00139_000000000197_3	-
TARA_ARC_108_MAG_00139_000000000197_4	-
TARA_ARC_108_MAG_00139_000000000198_1	-
TARA_ARC_108_MAG_00139_000000000198_2	5.99.1.2
TARA_ARC_108_MAG_00139_000000000198_3	-
TARA_ARC_108_MAG_00139_000000000198_5	-
TARA_ARC_108_MAG_00139_000000000199_1	-
TARA_ARC_108_MAG_00139_000000000199_2	-
TARA_ARC_108_MAG_00139_000000000199_3	-
TARA_ARC_108_MAG_00139_000000000200_2	-
TARA_ARC_108_MAG_00139_000000000200_3	2.3.1.9
TARA_ARC_108_MAG_00139_000000000200_4	2.5.1.18
TARA_ARC_108_MAG_00139_000000000200_5	1.3.8.8
TARA_ARC_108_MAG_00139_000000000200_7	-
TARA_ARC_108_MAG_00139_000000000200_8	1.3.8.7
TARA_ARC_108_MAG_00139_000000000200_9	-
TARA_ARC_108_MAG_00139_000000000200_11	-
TARA_ARC_108_MAG_00139_000000000200_12	-
TARA_ARC_108_MAG_00139_000000000200_13	-
TARA_ARC_108_MAG_00139_000000000200_14	-
TARA_ARC_108_MAG_00139_000000000200_15	-
TARA_ARC_108_MAG_00139_000000000201_1	-
TARA_ARC_108_MAG_00139_000000000201_3	4.6.1.1
TARA_ARC_108_MAG_00139_000000000201_4	-
TARA_ARC_108_MAG_00139_000000000202_1	-
TARA_ARC_108_MAG_00139_000000000202_2	-
TARA_ARC_108_MAG_00139_000000000202_3	-
TARA_ARC_108_MAG_00139_000000000202_4	1.1.1.3
TARA_ARC_108_MAG_00139_000000000202_5	-
TARA_ARC_108_MAG_00139_000000000203_1	4.1.1.20
TARA_ARC_108_MAG_00139_000000000203_2	-
TARA_ARC_108_MAG_00139_000000000204_1	-
TARA_ARC_108_MAG_00139_000000000204_2	-
TARA_ARC_108_MAG_00139_000000000204_3	-
TARA_ARC_108_MAG_00139_000000000204_4	4.1.1.105,4.1.1.28
TARA_ARC_108_MAG_00139_000000000205_1	-
TARA_ARC_108_MAG_00139_000000000205_2	4.2.1.11
TARA_ARC_108_MAG_00139_000000000205_3	-
TARA_ARC_108_MAG_00139_000000000205_4	-
TARA_ARC_108_MAG_00139_000000000205_5	2.7.1.170
TARA_ARC_108_MAG_00139_000000000205_6	6.1.1.1
TARA_ARC_108_MAG_00139_000000000206_1	-
TARA_ARC_108_MAG_00139_000000000206_2	-
TARA_ARC_108_MAG_00139_000000000206_3	2.1.1.266
TARA_ARC_108_MAG_00139_000000000206_4	-
TARA_ARC_108_MAG_00139_000000000206_5	-
TARA_ARC_108_MAG_00139_000000000206_6	6.3.4.2
TARA_ARC_108_MAG_00139_000000000207_1	-
TARA_ARC_108_MAG_00139_000000000207_2	-
TARA_ARC_108_MAG_00139_000000000207_3	-
TARA_ARC_108_MAG_00139_000000000207_4	-
TARA_ARC_108_MAG_00139_000000000207_5	-
TARA_ARC_108_MAG_00139_000000000207_6	2.3.1.191
TARA_ARC_108_MAG_00139_000000000207_7	-
TARA_ARC_108_MAG_00139_000000000207_8	-
TARA_ARC_108_MAG_00139_000000000207_9	-
TARA_ARC_108_MAG_00139_000000000208_1	-
TARA_ARC_108_MAG_00139_000000000208_2	-
TARA_ARC_108_MAG_00139_000000000208_3	-
TARA_ARC_108_MAG_00139_000000000208_4	-
TARA_ARC_108_MAG_00139_000000000209_1	-
TARA_ARC_108_MAG_00139_000000000209_4	-
TARA_ARC_108_MAG_00139_000000000209_5	-
TARA_ARC_108_MAG_00139_000000000210_1	-
TARA_ARC_108_MAG_00139_000000000210_2	-
TARA_ARC_108_MAG_00139_000000000210_3	2.7.1.71
TARA_ARC_108_MAG_00139_000000000210_4	2.7.1.71,4.2.3.4
TARA_ARC_108_MAG_00139_000000000210_5	-
TARA_ARC_108_MAG_00139_000000000210_6	-
TARA_ARC_108_MAG_00139_000000000210_7	-
TARA_ARC_108_MAG_00139_000000000210_8	-
TARA_ARC_108_MAG_00139_000000000210_9	-
TARA_ARC_108_MAG_00139_000000000210_10	-
TARA_ARC_108_MAG_00139_000000000211_2	-
TARA_ARC_108_MAG_00139_000000000211_3	-
TARA_ARC_108_MAG_00139_000000000211_4	-
TARA_ARC_108_MAG_00139_000000000211_5	-
TARA_ARC_108_MAG_00139_000000000211_6	1.1.1.42
TARA_ARC_108_MAG_00139_000000000211_7	-
TARA_ARC_108_MAG_00139_000000000211_8	6.1.1.12
TARA_ARC_108_MAG_00139_000000000211_9	-
TARA_ARC_108_MAG_00139_000000000211_10	-
TARA_ARC_108_MAG_00139_000000000211_11	5.1.99.1
TARA_ARC_108_MAG_00139_000000000211_12	-
TARA_ARC_108_MAG_00139_000000000211_13	-
TARA_ARC_108_MAG_00139_000000000211_14	-
TARA_ARC_108_MAG_00139_000000000212_1	-
TARA_ARC_108_MAG_00139_000000000212_2	-
TARA_ARC_108_MAG_00139_000000000212_3	-
TARA_ARC_108_MAG_00139_000000000212_4	-
TARA_ARC_108_MAG_00139_000000000213_1	-
TARA_ARC_108_MAG_00139_000000000213_2	-
TARA_ARC_108_MAG_00139_000000000213_3	-
TARA_ARC_108_MAG_00139_000000000213_4	-
TARA_ARC_108_MAG_00139_000000000213_5	-
TARA_ARC_108_MAG_00139_000000000213_6	-
TARA_ARC_108_MAG_00139_000000000213_7	-
TARA_ARC_108_MAG_00139_000000000214_1	-
TARA_ARC_108_MAG_00139_000000000214_2	-
TARA_ARC_108_MAG_00139_000000000214_3	2.9.1.1
TARA_ARC_108_MAG_00139_000000000215_1	-
TARA_ARC_108_MAG_00139_000000000215_3	3.1.2.30,4.1.3.34
TARA_ARC_108_MAG_00139_000000000215_4	-
TARA_ARC_108_MAG_00139_000000000215_5	-
TARA_ARC_108_MAG_00139_000000000215_6	4.2.1.148
TARA_ARC_108_MAG_00139_000000000215_7	6.2.1.5
TARA_ARC_108_MAG_00139_000000000215_9	6.2.1.5
TARA_ARC_108_MAG_00139_000000000215_11	1.2.4.2
TARA_ARC_108_MAG_00139_000000000215_12	2.3.1.61
TARA_ARC_108_MAG_00139_000000000216_1	-
TARA_ARC_108_MAG_00139_000000000216_2	-
TARA_ARC_108_MAG_00139_000000000217_2	-
TARA_ARC_108_MAG_00139_000000000217_3	-
TARA_ARC_108_MAG_00139_000000000217_4	-
TARA_ARC_108_MAG_00139_000000000218_1	-
TARA_ARC_108_MAG_00139_000000000218_2	-
TARA_ARC_108_MAG_00139_000000000218_3	-
TARA_ARC_108_MAG_00139_000000000218_4	-
TARA_ARC_108_MAG_00139_000000000218_5	1.3.1.34
TARA_ARC_108_MAG_00139_000000000218_6	-
TARA_ARC_108_MAG_00139_000000000218_7	-
TARA_ARC_108_MAG_00139_000000000218_8	-
TARA_ARC_108_MAG_00139_000000000219_1	-
TARA_ARC_108_MAG_00139_000000000219_2	-
TARA_ARC_108_MAG_00139_000000000219_3	-
TARA_ARC_108_MAG_00139_000000000220_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000220_2	-
TARA_ARC_108_MAG_00139_000000000220_3	-
TARA_ARC_108_MAG_00139_000000000220_4	-
TARA_ARC_108_MAG_00139_000000000220_5	-
TARA_ARC_108_MAG_00139_000000000220_6	3.3.1.1
TARA_ARC_108_MAG_00139_000000000220_7	-
TARA_ARC_108_MAG_00139_000000000221_1	-
TARA_ARC_108_MAG_00139_000000000221_2	1.7.2.1
TARA_ARC_108_MAG_00139_000000000221_3	-
TARA_ARC_108_MAG_00139_000000000221_5	-
TARA_ARC_108_MAG_00139_000000000222_1	-
TARA_ARC_108_MAG_00139_000000000222_2	-
TARA_ARC_108_MAG_00139_000000000222_3	2.1.1.250
TARA_ARC_108_MAG_00139_000000000223_2	-
TARA_ARC_108_MAG_00139_000000000223_3	4.2.1.24
TARA_ARC_108_MAG_00139_000000000223_4	-
TARA_ARC_108_MAG_00139_000000000223_5	1.1.1.1,1.1.1.61
TARA_ARC_108_MAG_00139_000000000223_6	-
TARA_ARC_108_MAG_00139_000000000223_7	6.3.1.2
TARA_ARC_108_MAG_00139_000000000224_1	2.1.1.207
TARA_ARC_108_MAG_00139_000000000224_2	2.3.1.207
TARA_ARC_108_MAG_00139_000000000224_3	-
TARA_ARC_108_MAG_00139_000000000224_4	2.7.1.21
TARA_ARC_108_MAG_00139_000000000224_5	1.1.1.215,1.1.1.26,1.1.1.79,1.1.1.81
TARA_ARC_108_MAG_00139_000000000224_6	-
TARA_ARC_108_MAG_00139_000000000224_7	1.5.1.2
TARA_ARC_108_MAG_00139_000000000225_2	-
TARA_ARC_108_MAG_00139_000000000225_3	-
TARA_ARC_108_MAG_00139_000000000225_5	-
TARA_ARC_108_MAG_00139_000000000226_3	-
TARA_ARC_108_MAG_00139_000000000227_1	1.5.1.5,3.5.4.9
TARA_ARC_108_MAG_00139_000000000227_2	-
TARA_ARC_108_MAG_00139_000000000227_3	-
TARA_ARC_108_MAG_00139_000000000227_4	6.3.4.19
TARA_ARC_108_MAG_00139_000000000227_5	-
TARA_ARC_108_MAG_00139_000000000227_6	-
TARA_ARC_108_MAG_00139_000000000227_7	-
TARA_ARC_108_MAG_00139_000000000227_9	-
TARA_ARC_108_MAG_00139_000000000227_10	-
TARA_ARC_108_MAG_00139_000000000228_1	-
TARA_ARC_108_MAG_00139_000000000228_2	2.1.1.37
TARA_ARC_108_MAG_00139_000000000229_1	-
TARA_ARC_108_MAG_00139_000000000229_2	-
TARA_ARC_108_MAG_00139_000000000229_3	-
TARA_ARC_108_MAG_00139_000000000229_4	1.2.3.3,1.2.5.1
TARA_ARC_108_MAG_00139_000000000230_1	3.8.1.5
TARA_ARC_108_MAG_00139_000000000230_2	6.2.1.12,6.2.1.3
TARA_ARC_108_MAG_00139_000000000230_3	-
TARA_ARC_108_MAG_00139_000000000230_4	-
TARA_ARC_108_MAG_00139_000000000230_5	-
TARA_ARC_108_MAG_00139_000000000230_6	-
TARA_ARC_108_MAG_00139_000000000230_7	1.1.1.47
TARA_ARC_108_MAG_00139_000000000231_1	4.2.1.96
TARA_ARC_108_MAG_00139_000000000231_2	-
TARA_ARC_108_MAG_00139_000000000231_3	3.1.4.46
TARA_ARC_108_MAG_00139_000000000231_4	-
TARA_ARC_108_MAG_00139_000000000231_5	-
TARA_ARC_108_MAG_00139_000000000232_1	3.1.3.5,3.6.1.45
TARA_ARC_108_MAG_00139_000000000232_2	-
TARA_ARC_108_MAG_00139_000000000232_3	-
TARA_ARC_108_MAG_00139_000000000233_1	1.11.1.5
TARA_ARC_108_MAG_00139_000000000233_2	2.1.1.74
TARA_ARC_108_MAG_00139_000000000233_3	-
TARA_ARC_108_MAG_00139_000000000234_2	5.3.3.18
TARA_ARC_108_MAG_00139_000000000234_3	-
TARA_ARC_108_MAG_00139_000000000234_4	-
TARA_ARC_108_MAG_00139_000000000234_5	-
TARA_ARC_108_MAG_00139_000000000234_6	-
TARA_ARC_108_MAG_00139_000000000235_1	-
TARA_ARC_108_MAG_00139_000000000236_1	-
TARA_ARC_108_MAG_00139_000000000236_2	-
TARA_ARC_108_MAG_00139_000000000236_3	-
TARA_ARC_108_MAG_00139_000000000236_4	-
TARA_ARC_108_MAG_00139_000000000236_5	-
TARA_ARC_108_MAG_00139_000000000237_1	6.3.2.10,6.3.2.13
TARA_ARC_108_MAG_00139_000000000237_2	6.3.2.13
TARA_ARC_108_MAG_00139_000000000237_3	3.4.16.4
TARA_ARC_108_MAG_00139_000000000237_4	-
TARA_ARC_108_MAG_00139_000000000237_5	2.1.1.199
TARA_ARC_108_MAG_00139_000000000238_1	-
TARA_ARC_108_MAG_00139_000000000238_2	1.1.1.1
TARA_ARC_108_MAG_00139_000000000238_3	-
TARA_ARC_108_MAG_00139_000000000238_4	-
TARA_ARC_108_MAG_00139_000000000238_5	4.1.99.3
TARA_ARC_108_MAG_00139_000000000239_1	-
TARA_ARC_108_MAG_00139_000000000239_2	-
TARA_ARC_108_MAG_00139_000000000239_3	-
TARA_ARC_108_MAG_00139_000000000239_4	3.1.26.5
TARA_ARC_108_MAG_00139_000000000240_1	-
TARA_ARC_108_MAG_00139_000000000240_2	-
TARA_ARC_108_MAG_00139_000000000240_3	-
TARA_ARC_108_MAG_00139_000000000240_4	4.2.1.2
TARA_ARC_108_MAG_00139_000000000240_5	-
TARA_ARC_108_MAG_00139_000000000241_1	3.4.13.19
TARA_ARC_108_MAG_00139_000000000241_2	-
TARA_ARC_108_MAG_00139_000000000241_3	-
TARA_ARC_108_MAG_00139_000000000242_2	-
TARA_ARC_108_MAG_00139_000000000242_3	-
TARA_ARC_108_MAG_00139_000000000242_4	3.1.26.4
TARA_ARC_108_MAG_00139_000000000242_5	-
TARA_ARC_108_MAG_00139_000000000242_6	-
TARA_ARC_108_MAG_00139_000000000242_7	2.1.2.9
TARA_ARC_108_MAG_00139_000000000243_1	-
TARA_ARC_108_MAG_00139_000000000244_1	-
TARA_ARC_108_MAG_00139_000000000244_2	-
TARA_ARC_108_MAG_00139_000000000244_3	-
TARA_ARC_108_MAG_00139_000000000244_4	-
TARA_ARC_108_MAG_00139_000000000244_5	-
TARA_ARC_108_MAG_00139_000000000245_1	3.5.4.3
TARA_ARC_108_MAG_00139_000000000245_2	-
TARA_ARC_108_MAG_00139_000000000245_3	6.3.3.2
TARA_ARC_108_MAG_00139_000000000246_1	-
TARA_ARC_108_MAG_00139_000000000246_2	-
TARA_ARC_108_MAG_00139_000000000246_3	-
TARA_ARC_108_MAG_00139_000000000246_4	1.1.1.193,3.5.4.26
TARA_ARC_108_MAG_00139_000000000247_1	-
TARA_ARC_108_MAG_00139_000000000247_2	-
TARA_ARC_108_MAG_00139_000000000247_3	-
TARA_ARC_108_MAG_00139_000000000247_4	-
TARA_ARC_108_MAG_00139_000000000248_1	1.2.4.1
TARA_ARC_108_MAG_00139_000000000248_2	1.2.4.1
TARA_ARC_108_MAG_00139_000000000248_3	1.2.4.1,2.3.1.12
TARA_ARC_108_MAG_00139_000000000249_1	-
TARA_ARC_108_MAG_00139_000000000249_3	-
TARA_ARC_108_MAG_00139_000000000249_4	-
TARA_ARC_108_MAG_00139_000000000249_5	-
TARA_ARC_108_MAG_00139_000000000250_1	4.1.99.3
TARA_ARC_108_MAG_00139_000000000250_2	-
TARA_ARC_108_MAG_00139_000000000250_3	3.6.1.13
TARA_ARC_108_MAG_00139_000000000250_4	2.5.1.47
TARA_ARC_108_MAG_00139_000000000251_1	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00139_000000000251_2	1.1.1.303,1.1.1.4,1.1.2.4
TARA_ARC_108_MAG_00139_000000000251_3	1.5.8.4
TARA_ARC_108_MAG_00139_000000000251_4	-
TARA_ARC_108_MAG_00139_000000000251_5	-
TARA_ARC_108_MAG_00139_000000000251_6	1.4.99.6
TARA_ARC_108_MAG_00139_000000000251_7	-
TARA_ARC_108_MAG_00139_000000000251_8	2.5.1.18
TARA_ARC_108_MAG_00139_000000000251_9	4.2.1.108
TARA_ARC_108_MAG_00139_000000000251_10	-
TARA_ARC_108_MAG_00139_000000000251_11	-
TARA_ARC_108_MAG_00139_000000000251_12	-
TARA_ARC_108_MAG_00139_000000000251_13	-
TARA_ARC_108_MAG_00139_000000000251_14	3.6.3.17
TARA_ARC_108_MAG_00139_000000000252_4	-
TARA_ARC_108_MAG_00139_000000000252_5	-
TARA_ARC_108_MAG_00139_000000000253_1	2.7.1.219,2.7.1.220
TARA_ARC_108_MAG_00139_000000000253_2	1.1.1.411
TARA_ARC_108_MAG_00139_000000000254_1	6.1.1.3
TARA_ARC_108_MAG_00139_000000000254_2	-
TARA_ARC_108_MAG_00139_000000000254_3	3.5.4.19,3.6.1.31
TARA_ARC_108_MAG_00139_000000000254_4	-
TARA_ARC_108_MAG_00139_000000000255_2	-
TARA_ARC_108_MAG_00139_000000000255_3	-
TARA_ARC_108_MAG_00139_000000000255_4	-
TARA_ARC_108_MAG_00139_000000000255_5	-
TARA_ARC_108_MAG_00139_000000000255_6	-
TARA_ARC_108_MAG_00139_000000000255_7	1.14.11.33
TARA_ARC_108_MAG_00139_000000000255_8	-
TARA_ARC_108_MAG_00139_000000000255_9	-
TARA_ARC_108_MAG_00139_000000000255_10	3.1.3.7
TARA_ARC_108_MAG_00139_000000000255_11	-
TARA_ARC_108_MAG_00139_000000000256_2	2.3.3.15
TARA_ARC_108_MAG_00139_000000000256_3	-
TARA_ARC_108_MAG_00139_000000000256_4	-
TARA_ARC_108_MAG_00139_000000000256_5	2.6.1.77
TARA_ARC_108_MAG_00139_000000000257_1	2.1.1.21
TARA_ARC_108_MAG_00139_000000000257_2	2.1.1.21
TARA_ARC_108_MAG_00139_000000000257_3	2.1.1.21
TARA_ARC_108_MAG_00139_000000000257_4	6.3.1.2,6.3.4.12
TARA_ARC_108_MAG_00139_000000000257_5	1.14.13.148
TARA_ARC_108_MAG_00139_000000000257_6	-
TARA_ARC_108_MAG_00139_000000000257_7	-
TARA_ARC_108_MAG_00139_000000000257_8	2.1.2.10
TARA_ARC_108_MAG_00139_000000000257_9	-
TARA_ARC_108_MAG_00139_000000000257_10	-
